t_ms,dt_ms,total_ms,pure_ms,fps,model_px
31599,143,150.0,112.0,6.05,320
31758,159,149.5,112.0,6.12,320
31919,160,150.5,112.0,6.16,320
32076,156,150.5,112.0,6.23,320
32261,184,150.8,112.0,5.99,320
32407,146,149.1,112.0,6.25,320
32562,154,149.2,112.0,6.32,320
32717,155,148.7,112.0,6.36,320
32915,197,150.0,112.0,5.98,320
33094,178,153.4,112.0,5.87,320
33276,182,155.8,112.0,5.76,320
33463,186,155.1,112.0,5.64,320
33632,168,156.8,112.0,5.74,320
33794,162,157.9,112.0,5.87,320
33994,199,162.4,112.0,5.61,320
34206,212,168.2,112.0,5.35,320
34416,209,173.9,112.0,5.18,320
34586,170,172.0,112.0,5.39,320
34770,183,168.6,112.0,5.41,320
34936,166,165.8,112.0,5.60,320
35135,199,166.7,112.0,5.42,320
35356,221,171.3,112.0,5.15,320
35565,208,175.5,112.0,5.05,320
