t_ms,dt_ms,total_ms,pure_ms,fps,model_px
60405,85,73.4,61.2,12.01,320
60488,83,72.8,61.2,12.02,320
60559,71,71.4,61.2,12.64,320
60652,92,71.9,61.2,12.11,320
60742,90,73.3,61.2,11.81,320
60821,78,74.3,61.2,12.11,320
60901,80,74.1,61.2,12.23,320
60982,80,74.0,61.2,12.31,320
61072,89,75.1,61.2,11.99,320
61151,79,74.4,61.2,12.19,320
61235,83,74.5,61.2,12.15,320
61327,91,75.5,61.2,11.80,320
61413,85,76.3,61.2,11.79,320
61514,101,77.7,61.2,11.22,320
61602,87,76.6,61.2,11.30,320
61690,88,77.3,61.2,11.32,320
61763,72,76.3,61.2,12.09,320
61855,92,76.5,61.2,11.73,320
61926,70,75.3,61.2,12.49,320
62011,84,74.7,61.2,12.32,320
62096,84,75.8,61.2,12.19,320
62165,69,74.4,61.2,12.88,320
62259,94,74.9,61.2,12.21,320
62348,88,76.2,61.2,11.96,320
62452,103,77.7,61.2,11.28,320
62527,75,77.2,61.2,11.90,320
62608,81,76.2,61.2,12.03,320
62692,84,76.2,61.2,11.99,320
62771,78,74.1,61.2,12.24,320
62867,96,75.9,61.2,11.69,320
62947,79,75.3,61.2,11.98,320
63052,104,76.9,61.2,11.27,320
63136,83,78.2,61.2,11.51,320
63250,113,81.3,61.2,10.71,320
63335,85,79.6,61.2,11.03,320
63436,100,79.7,61.2,10.72,320
63516,80,78.2,61.2,11.25,320
63610,93,77.3,61.2,11.10,320
63742,131,82.8,61.2,10.06,320
63816,73,80.9,61.2,11.15,320
63914,98,81.6,61.2,10.87,320
63990,76,80.5,61.2,11.56,320
64089,99,82.1,61.2,11.12,320
64203,113,83.0,61.2,10.44,320
64273,70,80.5,61.2,11.59,320
64368,94,79.9,61.2,11.31,320
64447,78,79.7,61.2,11.76,320
64530,82,77.9,61.2,11.89,320
64624,94,79.9,61.2,11.52,320
64701,76,79.1,61.2,12.01,320
64791,90,79.8,61.2,11.74,320
64866,74,78.8,61.2,12.27,320
64940,73,76.4,61.2,12.70,320
65032,92,76.0,61.2,12.15,320
65124,91,76.7,61.2,11.80,320
65203,79,77.2,61.2,12.06,320
65298,95,77.5,61.2,11.60,320
65373,75,77.0,61.2,12.12,320
65449,75,76.6,61.2,12.48,320
65536,87,77.4,61.2,12.19,320
65610,73,76.5,61.2,12.64,320
65686,75,76.3,61.2,12.85,320
65773,86,77.0,61.2,12.48,320
65842,69,75.5,61.2,13.09,320
65925,82,75.2,61.2,12.82,320
66013,88,76.3,61.2,12.38,320
66088,75,76.0,61.2,12.67,320
66189,101,76.4,61.2,11.84,320
66266,77,76.5,61.2,12.18,320
66349,82,75.6,61.2,12.19,320
66431,81,75.4,61.2,12.23,320
66505,74,75.1,61.2,12.62,320
66581,75,73.9,61.2,12.83,320
66668,87,74.1,61.2,12.43,320
66760,91,75.0,61.2,12.00,320
66839,78,75.7,61.2,12.25,320
66918,78,73.9,61.2,12.42,320
67010,92,75.2,61.2,11.95,320
67118,108,77.8,61.2,11.15,320
67215,96,76.7,61.2,10.93,320
67304,88,77.4,61.2,11.06,320
67379,74,76.8,61.2,11.79,320
67477,97,77.5,61.2,11.35,320
67552,75,77.0,61.2,11.94,320
67636,83,75.9,61.2,11.98,320
67723,87,76.8,61.2,11.83,320
67803,79,76.1,61.2,12.08,320
67890,86,76.9,61.2,11.94,320
67962,72,73.6,61.2,12.53,320
68060,97,74.9,61.2,11.86,320
68135,75,74.8,61.2,12.30,320
68222,86,74.8,61.2,12.10,320
68307,85,75.7,61.2,12.00,320
68388,80,75.4,61.2,12.15,320
68472,83,75.7,61.2,12.12,320
68559,87,74.9,61.2,11.93,320
68640,80,75.0,61.2,12.10,320
68719,78,74.9,61.2,12.32,320
68809,90,75.3,61.2,11.96,320
68887,78,74.7,61.2,12.22,320
68960,73,74.4,61.2,12.66,320
69048,87,75.5,61.2,12.31,320
69127,79,76.2,61.2,12.41,320
69202,74,75.7,61.2,12.74,320
69290,88,76.3,61.2,12.33,320
69364,74,75.8,61.2,12.69,320
69459,95,76.5,61.2,12.04,320
69540,80,77.4,61.2,12.18,320
69627,86,77.6,61.2,12.01,320
69694,67,75.6,61.2,12.89,320
69784,90,75.5,61.2,12.35,320
69870,85,76.2,61.2,12.18,320
69944,73,75.7,61.2,12.63,320
70016,72,72.6,61.2,13.01,320
70120,104,75.4,61.2,11.99,320
70206,85,74.4,61.2,11.92,320
70294,88,74.5,61.2,11.76,320
70384,90,75.3,61.2,11.56,320
70464,79,76.2,61.2,11.89,320
70548,83,75.2,61.2,11.94,320
70627,79,74.9,61.2,12.15,320
70709,82,74.8,61.2,12.17,320
70800,90,75.8,61.2,11.85,320
70874,73,75.3,61.2,12.40,320
70960,86,75.0,61.2,12.17,320
71045,84,76.0,61.2,12.09,320
71117,71,75.0,61.2,12.69,320
71200,83,75.1,61.2,12.50,320
71287,87,76.3,61.2,12.20,320
71379,92,76.9,61.2,11.80,320
71459,79,77.4,61.2,12.06,320
71557,97,79.0,61.2,11.53,320
71632,75,78.2,61.2,12.07,320
71714,81,78.8,61.2,12.15,320
71790,76,78.3,61.2,12.46,320
71884,93,78.6,61.2,11.94,320
71963,79,78.6,61.2,12.16,320
72037,74,75.6,61.2,12.57,320
72125,87,73.9,61.2,12.24,320
72226,101,76.2,61.2,11.54,320
72297,71,75.2,61.2,12.30,320
72386,88,74.8,61.2,12.02,320
72466,80,75.8,61.2,12.17,320
72558,91,76.5,61.2,11.81,320
72633,74,76.0,61.2,12.32,320
72721,88,76.8,61.2,12.04,320
72794,73,76.0,61.2,12.53,320
72872,77,74.4,61.2,12.67,320
72954,82,74.6,61.2,12.53,320
73038,83,75.1,61.2,12.38,320
73128,90,76.2,61.2,12.00,320
73217,88,75.5,61.2,11.81,320
73291,74,73.9,61.2,12.32,320
73379,87,74.0,61.2,12.07,320
73460,81,75.4,61.2,12.15,320
73539,79,76.1,61.2,12.31,320
73622,82,76.2,61.2,12.27,320
73691,68,74.6,61.2,13.00,320
73774,83,73.6,61.2,12.72,320
73861,86,74.8,61.2,12.39,320
73935,74,74.7,61.2,12.73,320
74023,87,75.7,61.2,12.36,320
74103,79,76.5,61.2,12.45,320
74196,92,77.1,61.2,11.97,320
74299,103,79.0,61.2,11.29,320
74398,98,79.0,61.2,10.97,320
74502,104,81.0,61.2,10.56,320
74595,92,81.2,61.2,10.65,320
74696,101,82.5,61.2,10.43,320
74799,103,82.5,61.2,10.21,320
74902,102,83.6,61.2,10.09,320
74991,89,84.8,61.2,10.43,320
75082,90,84.2,61.2,10.64,320
75158,76,82.7,61.2,11.39,320
75248,89,82.5,61.2,11.35,320
75350,102,83.3,61.2,10.88,320
75441,90,82.2,61.2,10.95,320
75526,85,81.1,61.2,11.20,320
75604,77,80.4,61.2,11.73,320
75686,81,79.2,61.2,11.92,320
75764,77,76.5,61.2,12.24,320
75860,96,76.6,61.2,11.69,320
75945,85,75.9,61.2,11.71,320
76032,86,76.7,61.2,11.69,320
76114,82,77.8,61.2,11.84,320
76182,67,75.7,61.2,12.77,320
76270,87,76.7,61.2,12.38,320
76344,74,76.1,61.2,12.72,320
76423,79,74.0,61.2,12.70,320
76524,100,76.9,61.2,11.89,320
76599,74,76.3,61.2,12.38,320
76689,90,78.0,61.2,12.00,320
76761,71,76.7,61.2,12.62,320
76852,90,75.0,61.2,12.17,320
76942,90,74.7,61.2,11.85,320
77015,72,72.0,61.2,12.46,320
77116,101,74.0,61.2,11.69,320
77190,74,74.0,61.2,12.24,320
77269,78,72.7,61.2,12.41,320
77359,90,73.2,61.2,12.02,320
77453,93,75.3,61.2,11.64,320
77546,93,76.7,61.2,11.38,320
77636,90,78.1,61.2,11.30,320
77712,75,77.5,61.2,11.91,320
77798,86,76.5,61.2,11.82,320
77897,98,78.2,61.2,11.34,320
77974,77,76.4,61.2,11.83,320
78062,88,76.9,61.2,11.69,320
78144,81,76.6,61.2,11.89,320
78235,90,77.2,61.2,11.65,320
78308,72,76.3,61.2,12.33,320
78388,80,75.4,61.2,12.38,320
78477,88,76.6,61.2,12.07,320
78570,93,77.3,61.2,11.68,320
78641,70,75.9,61.2,12.46,320
78738,96,77.6,61.2,11.85,320
78816,78,77.7,61.2,12.14,320
78898,81,76.5,61.2,12.20,320
78987,88,77.8,61.2,11.95,320
79056,69,76.1,61.2,12.71,320
79150,93,77.0,61.2,12.12,320
79220,70,75.6,61.2,12.77,320
79298,78,74.4,61.2,12.79,320
79394,95,76.0,61.2,12.11,320
79473,78,76.4,61.2,12.32,320
79559,86,76.9,61.2,12.11,320
79640,80,77.6,61.2,12.23,320
79731,90,78.6,61.2,11.89,320
79812,81,79.1,61.2,12.03,320
79910,98,80.5,61.2,11.48,320
79986,76,79.5,61.2,11.98,320
80079,93,80.6,61.2,11.62,320
80163,83,81.1,61.2,11.75,320
80232,69,78.7,61.2,12.57,320
80328,95,78.8,61.2,11.96,320
80413,84,77.7,61.2,11.94,320
80495,82,76.8,61.2,12.02,320
80584,88,77.6,61.2,11.82,320
80673,88,78.3,61.2,11.68,320
80748,75,77.6,61.2,12.18,320
80831,83,77.1,61.2,12.14,320
80920,88,79.4,61.2,11.91,320
80994,74,78.3,61.2,12.39,320
81074,80,77.6,61.2,12.42,320
81150,76,77.2,61.2,12.64,320
81236,85,77.7,61.2,12.38,320
81324,87,78.3,61.2,12.11,320
81397,73,77.2,61.2,12.59,320
81483,86,77.8,61.2,12.30,320
81587,103,79.7,61.2,11.52,320
81672,85,79.5,61.2,11.60,320
81740,68,77.2,61.2,12.53,320
81832,92,77.7,61.2,12.03,320
81912,79,78.0,61.2,12.22,320
81992,79,76.7,61.2,12.35,320
82076,83,76.9,61.2,12.26,320
82141,65,74.5,61.2,13.20,320
82234,92,74.3,61.2,12.50,320
82325,90,74.1,61.2,12.08,320
82407,81,73.4,61.2,12.16,320
82492,85,74.4,61.2,12.04,320
82573,80,73.9,61.2,12.18,320
82652,79,73.7,61.2,12.32,320
82735,82,73.6,61.2,12.28,320
82825,90,74.5,61.2,11.93,320
82897,72,74.0,61.2,12.52,320
82970,72,73.7,61.2,12.93,320
83058,87,74.3,61.2,12.50,320
83144,86,75.2,61.2,12.24,320
83236,91,76.1,61.2,11.86,320
83312,75,75.9,61.2,12.30,320
83407,95,76.2,61.2,11.77,320
83487,79,76.9,61.2,12.04,320
83571,84,75.9,61.2,12.00,320
83658,87,76.5,61.2,11.85,320
83728,69,75.0,61.2,12.64,320
83810,82,74.0,61.2,12.51,320
83900,89,75.7,61.2,12.13,320
83977,76,73.7,61.2,12.44,320
84069,92,73.0,61.2,11.97,320
84155,86,75.6,61.2,11.86,320
84251,95,77.5,61.2,11.46,320
84319,68,75.4,61.2,12.44,320
84407,87,74.6,61.2,12.15,320
84503,96,76.9,61.2,11.63,320
84583,80,76.3,61.2,11.89,320
84651,67,74.5,61.2,12.80,320
84733,82,74.3,61.2,12.62,320
84820,86,75.6,61.2,12.32,320
84888,68,74.0,61.2,13.04,320
84968,80,73.8,61.2,12.88,320
85055,86,75.0,61.2,12.50,320
85132,77,75.3,61.2,12.65,320
85208,75,73.0,61.2,12.85,320
85306,97,74.4,61.2,12.09,320
85385,79,75.4,61.2,12.26,320
85473,87,76.6,61.2,12.03,320
85548,74,76.2,61.2,12.48,320
85629,80,75.7,61.2,12.48,320
85716,87,76.4,61.2,12.19,320
85803,86,76.9,61.2,12.02,320
85876,73,76.1,61.2,12.52,320
85958,81,75.5,61.2,12.47,320
86043,85,76.1,61.2,12.26,320
86121,77,76.2,61.2,12.48,320
86197,76,76.1,61.2,12.68,320
86282,85,76.9,61.2,12.41,320
86362,80,77.5,61.2,12.43,320
86449,87,77.7,61.2,12.15,320
86525,75,77.3,61.2,12.51,320
86601,75,76.8,61.2,12.75,320
86687,86,77.3,61.2,12.42,320
86748,60,73.9,61.2,13.69,320
86829,81,73.9,61.2,13.29,320
86917,87,74.9,61.2,12.75,320
86978,61,72.2,61.2,13.84,320
87069,90,72.1,61.2,13.02,320
87157,88,73.9,61.2,12.53,320
87239,81,75.4,61.2,12.47,320
87317,77,74.5,61.2,12.63,320
87404,87,75.7,61.2,12.29,320
87488,83,74.8,61.2,12.22,320
87572,84,75.7,61.2,12.12,320
87645,72,75.1,61.2,12.65,320
87737,91,75.8,61.2,12.15,320
87800,63,73.2,61.2,13.27,320
87906,106,74.9,61.2,12.12,320
87986,79,75.8,61.2,12.28,320
88070,83,75.0,61.2,12.21,320
88159,89,76.5,61.2,11.92,320
88235,76,76.4,61.2,12.29,320
88312,76,74.8,61.2,12.55,320
88398,86,75.6,61.2,12.27,320
88477,78,73.8,61.2,12.44,320
88570,93,75.0,61.2,11.93,320
88657,86,74.4,61.2,11.84,320
88744,86,75.7,61.2,11.78,320
88817,73,75.1,61.2,12.35,320
88902,85,74.7,61.2,12.18,320
88984,81,74.4,61.2,12.23,320
89062,78,72.7,61.2,12.41,320
89157,94,74.2,61.2,11.88,320
89242,85,73.7,61.2,11.84,320
89327,85,75.0,61.2,11.82,320
89402,74,74.8,61.2,12.33,320
89483,81,74.4,61.2,12.33,320
89565,81,74.5,61.2,12.34,320
89638,73,74.3,61.2,12.75,320
89718,79,74.0,61.2,12.72,320
89805,86,75.3,61.2,12.39,320
89895,90,76.3,61.2,12.01,320
89964,68,74.6,61.2,12.82,320
90045,80,74.4,61.2,12.72,320
90132,87,75.8,61.2,12.35,320
90209,77,75.9,61.2,12.54,320
90283,73,75.4,61.2,12.89,320
90370,87,76.3,61.2,12.47,320
90450,80,77.0,61.2,12.48,320
90518,67,73.6,61.2,13.21,320
90617,98,75.2,61.2,12.31,320
90691,73,74.9,61.2,12.73,320
90770,79,74.2,61.2,12.71,320
90860,90,75.2,61.2,12.23,320
90949,88,76.3,61.2,11.97,320
91028,79,76.9,61.2,12.18,320
91101,73,73.7,61.2,12.63,320
91196,95,74.6,61.2,12.00,320
91296,99,75.3,61.2,11.43,320
91377,81,75.4,61.2,11.71,320
91449,71,74.5,61.2,12.42,320
91575,126,74.1,61.2,11.07,320
91662,86,75.0,61.2,11.24,320
91737,75,75.0,61.2,11.87,320
91816,78,73.1,61.2,12.15,320
91901,85,73.1,61.2,12.04,320
91989,88,72.7,61.2,11.84,320
92057,67,70.6,61.2,12.76,320
92151,93,71.6,61.2,12.16,320
92236,85,73.0,61.2,12.04,320
92313,76,73.6,61.2,12.38,320
92382,68,72.6,61.2,13.07,320
92466,84,72.5,61.2,12.72,320
92550,83,73.4,61.2,12.52,320
92640,90,74.5,61.2,12.10,320
92709,68,73.3,61.2,12.88,320
92796,86,73.2,61.2,12.50,320
92882,86,74.4,61.2,12.24,320
92951,68,73.2,61.2,12.98,320
93031,79,72.9,61.2,12.88,320
93117,86,74.3,61.2,12.51,320
93181,63,72.2,61.2,13.52,320
93266,84,73.0,61.2,13.03,320
93341,74,71.9,61.2,13.18,320
93429,88,72.5,61.2,12.63,320
93521,92,74.0,61.2,12.10,320
93608,87,75.4,61.2,11.92,320
93683,74,75.2,61.2,12.40,320
93767,83,75.6,61.2,12.29,320
93844,77,75.9,61.2,12.50,320
93932,87,76.5,61.2,12.20,320
94011,78,76.8,61.2,12.39,320
94093,82,76.0,61.2,12.33,320
94165,71,74.0,61.2,12.86,320
94250,85,74.5,61.2,12.53,320
94337,86,74.5,61.2,12.26,320
94423,85,75.7,61.2,12.11,320
94500,76,74.7,61.2,12.42,320
94590,89,76.2,61.2,12.07,320
94664,74,75.7,61.2,12.50,320
94754,90,76.6,61.2,12.08,320
94816,62,73.7,61.2,13.30,320
94909,92,73.7,61.2,12.57,320
94995,86,74.8,61.2,12.29,320
95068,73,74.4,61.2,12.71,320
95152,83,73.8,61.2,12.51,320
95238,86,74.9,61.2,12.25,320
95322,83,74.4,61.2,12.19,320
95414,91,76.7,61.2,11.83,320
95507,93,77.1,61.2,11.51,320
95581,74,76.5,61.2,12.11,320
95658,76,76.4,61.2,12.42,320
95779,121,75.0,61.2,11.18,320
95846,66,72.0,61.2,12.37,320
95942,96,73.3,61.2,11.78,320
96026,83,72.9,61.2,11.86,320
96134,107,72.8,61.2,11.11,320
96210,76,71.6,61.2,11.72,320
96293,83,72.6,61.2,11.82,320
96388,94,73.3,61.2,11.47,320
96475,86,74.3,61.2,11.51,320
96561,86,75.5,61.2,11.55,320
96633,72,74.7,61.2,12.25,320
96708,74,74.6,61.2,12.63,320
96799,91,76.4,61.2,12.14,320
96879,79,75.6,61.2,12.29,320
96967,88,76.6,61.2,12.01,320
97041,74,76.1,61.2,12.46,320
97126,84,75.4,61.2,12.30,320
97211,85,76.2,61.2,12.14,320
97296,84,75.3,61.2,12.07,320
97408,112,74.2,61.2,11.13,320
97490,81,74.4,61.2,11.49,320
97587,96,73.9,61.2,11.17,320
97675,88,75.3,61.2,11.23,320
97764,88,76.5,61.2,11.27,320
97840,75,76.2,61.2,11.89,320
97921,81,75.6,61.2,12.03,320
98006,84,75.2,61.2,11.99,320
98092,86,75.5,61.2,11.88,320
98172,80,75.3,61.2,12.07,320
98268,95,76.7,61.2,11.60,320
98343,75,76.4,61.2,12.12,320
98427,83,76.4,61.2,12.10,320
98520,92,77.4,61.2,11.73,320
98608,88,79.5,61.2,11.62,320
98681,73,78.2,61.2,12.24,320
98760,78,77.1,61.2,12.42,320
98843,83,76.7,61.2,12.31,320
98927,83,76.7,61.2,12.23,320
99003,75,76.5,61.2,12.56,320
99098,95,75.5,61.2,11.95,320
99182,83,75.6,61.2,11.98,320
99274,92,76.2,61.2,11.65,320
99350,76,74.2,61.2,12.10,320
99432,81,74.2,61.2,12.17,320
99520,87,75.5,61.2,11.97,320
99594,74,75.2,61.2,12.43,320
99675,80,74.7,61.2,12.45,320
99765,90,75.4,61.2,12.05,320
99835,69,74.2,61.2,12.78,320
99922,87,74.2,61.2,12.40,320
100006,83,73.6,61.2,12.29,320
100088,82,73.8,61.2,12.26,320
100175,86,75.0,61.2,12.07,320
100251,75,75.0,61.2,12.45,320
100351,100,74.3,61.2,11.72,320
100438,86,75.5,61.2,11.69,320
100524,86,76.2,61.2,11.67,320
100598,73,75.7,61.2,12.28,320
100681,83,75.7,61.2,12.21,320
100774,92,76.8,61.2,11.81,320
100842,68,75.0,61.2,12.68,320
100932,89,75.2,61.2,12.24,320
101023,91,76.3,61.2,11.87,320
101098,74,75.8,61.2,12.36,320
101182,84,75.9,61.2,12.22,320
101269,86,75.8,61.2,12.05,320
101351,81,75.5,61.2,12.14,320
101438,87,76.6,61.2,11.94,320
101519,80,76.1,61.2,12.11,320
101627,108,76.6,61.2,11.25,320
101713,86,77.3,61.2,11.37,320
101794,80,77.9,61.2,11.71,320
101869,75,77.3,61.2,12.19,320
101961,91,77.7,61.2,11.83,320
102035,73,76.9,61.2,12.39,320
102115,80,76.2,61.2,12.42,320
102210,95,77.6,61.2,11.86,320
102285,74,77.0,61.2,12.35,320
102375,89,77.2,61.2,12.02,320
102477,102,76.9,61.2,11.35,320
102567,89,76.3,61.2,11.32,320
102656,89,74.7,61.2,11.29,320
102731,74,72.3,61.2,11.96,320
102814,83,70.6,61.2,11.99,320
102941,126,70.8,61.2,10.77,320
103020,79,71.4,61.2,11.34,320
103100,80,71.8,61.2,11.69,320
103179,78,70.8,61.2,12.03,320
103266,87,70.7,61.2,11.87,320
103341,74,71.4,61.2,12.36,320
103428,86,73.1,61.2,12.14,320
103504,76,73.7,61.2,12.45,320
103577,73,73.5,61.2,12.82,320
103664,86,74.7,61.2,12.46,320
103746,82,76.2,61.2,12.38,320
103824,78,75.2,61.2,12.51,320
103913,88,76.5,61.2,12.17,320
103986,72,75.7,61.2,12.69,320
104055,69,72.7,61.2,13.23,320
104151,95,73.8,61.2,12.42,320
104236,84,73.5,61.2,12.26,320
104320,84,74.5,61.2,12.16,320
104404,84,74.0,61.2,12.08,320
104474,69,71.6,61.2,12.80,320
104561,86,72.1,61.2,12.45,320
104641,80,72.3,61.2,12.47,320
104727,85,73.7,61.2,12.26,320
104803,75,74.0,61.2,12.58,320
104882,79,73.7,61.2,12.60,320
104954,71,71.4,61.2,13.05,320
105043,88,71.2,61.2,12.54,320
105121,77,70.2,61.2,12.68,320
105210,89,71.4,61.2,12.24,320
105283,72,70.0,61.2,12.74,320
105367,84,71.1,61.2,12.49,320
105461,94,71.2,61.2,11.93,320
105544,82,72.2,61.2,12.01,320
105635,91,73.6,61.2,11.70,320
105715,79,73.4,61.2,11.99,320
105817,102,71.9,61.2,11.33,320
105903,86,72.3,61.2,11.42,320
105996,92,71.3,61.2,11.26,320
106091,94,73.2,61.2,11.07,320
106161,70,71.4,61.2,12.04,320
106253,91,72.1,61.2,11.72,320
106341,88,74.0,61.2,11.61,320
106431,90,74.9,61.2,11.46,320
106505,73,74.6,61.2,12.13,320
106584,78,73.9,61.2,12.34,320
106670,85,74.9,61.2,12.17,320
106747,77,75.3,61.2,12.41,320
114176,7428,75.0,54.2,0.13,320
114291,114,74.5,54.2,2.73,320
114376,84,75.4,54.2,5.48,320
114450,74,75.0,54.2,7.89,320
114532,82,74.2,54.2,9.18,320
114616,83,74.8,54.2,10.04,320
114700,83,74.2,54.2,10.64,320
114787,87,75.4,54.2,10.90,320
114860,73,75.0,54.2,11.74,320
114938,78,73.3,54.2,12.06,320
115036,97,74.5,54.2,11.54,320
115121,84,75.2,54.2,11.65,320
115208,86,76.3,54.2,11.64,320
115288,80,75.5,54.2,11.90,320
115404,116,75.2,54.2,10.92,320
115492,87,75.3,54.2,11.09,320
115572,80,74.4,54.2,11.51,320
115670,97,76.2,54.2,11.15,320
115745,74,75.8,54.2,11.86,320
115814,69,73.0,54.2,12.65,320
115910,96,74.2,54.2,11.98,320
115997,87,73.7,54.2,11.83,320
116083,85,74.9,54.2,11.81,320
116175,92,76.0,54.2,11.53,320
116254,78,76.5,54.2,11.92,320
116337,83,75.5,54.2,11.96,320
116458,120,75.6,54.2,10.87,320
116543,85,76.2,54.2,11.14,320
116617,74,75.7,54.2,11.85,320
116710,93,76.7,54.2,11.52,320
116783,73,76.0,54.2,12.17,320
116867,83,75.2,54.2,12.14,320
116951,84,75.6,54.2,12.07,320
117024,73,75.1,54.2,12.56,320
117114,89,75.5,54.2,12.16,320
117181,67,73.8,54.2,12.99,320
117262,81,73.7,54.2,12.80,320
117349,86,74.9,54.2,12.45,320
117423,74,74.7,54.2,12.77,320
117512,88,74.1,54.2,12.35,320
117598,86,75.4,54.2,12.13,320
117672,74,75.1,54.2,12.55,320
117757,84,75.7,54.2,12.35,320
117831,74,75.4,54.2,12.70,320
117921,89,74.9,54.2,12.26,320
118003,82,74.7,54.2,12.24,320
118079,76,75.0,54.2,12.52,320
118160,80,74.8,54.2,12.51,320
118243,83,75.3,54.2,12.37,320
118317,73,74.9,54.2,12.77,320
118391,74,73.4,54.2,12.99,320
118483,91,74.6,54.2,12.39,320
118558,75,71.8,54.2,12.67,320
118640,81,69.8,54.2,12.58,320
118721,80,68.3,54.2,12.55,320
118818,97,70.7,54.2,11.88,320
118894,75,71.6,54.2,12.32,320
118961,67,69.5,54.2,13.10,320
119056,94,70.5,54.2,12.36,320
119131,74,71.2,54.2,12.71,320
119222,90,72.7,54.2,12.23,320
119303,81,74.4,54.2,12.26,320
119380,77,73.8,54.2,12.48,320
119467,87,75.2,54.2,12.18,320
119544,76,75.4,54.2,12.48,320
119618,73,73.7,54.2,12.84,320
119715,97,74.9,54.2,12.08,320
119802,86,75.8,54.2,11.95,320
119865,62,73.1,54.2,13.20,320
119948,82,72.3,54.2,12.90,320
120032,83,72.1,54.2,12.64,320
120119,86,73.5,54.2,12.34,320
120197,78,73.0,54.2,12.48,320
120285,87,74.7,54.2,12.19,320
120362,77,75.1,54.2,12.43,320
120434,71,73.2,54.2,12.92,320
120530,96,74.2,54.2,12.17,320
120608,78,73.7,54.2,12.37,320
120680,72,72.2,54.2,12.82,320
120772,92,72.6,54.2,12.24,320
120852,79,72.4,54.2,12.36,320
120940,87,74.1,54.2,12.10,320
121018,78,73.6,54.2,12.32,320
121105,86,74.8,54.2,12.11,320
121192,86,74.2,54.2,11.97,320
121276,84,75.1,54.2,11.95,320
121354,77,75.4,54.2,12.26,320
121487,133,75.6,54.2,10.84,320
121559,71,73.3,54.2,11.81,320
121651,91,73.3,54.2,11.56,320
121740,89,75.0,54.2,11.47,320
121818,78,75.6,54.2,11.87,320
121887,68,74.1,54.2,12.72,320
121983,95,75.9,54.2,12.06,320
122057,74,75.5,54.2,12.50,320
122134,76,74.5,54.2,12.70,320
122221,87,75.7,54.2,12.34,320
122303,81,74.7,54.2,12.34,320
122385,82,74.8,54.2,12.30,320
122463,77,75.3,54.2,12.50,320
122538,74,75.2,54.2,12.81,320
122625,87,76.5,54.2,12.41,320
122695,69,75.1,54.2,13.04,320
122785,90,75.7,54.2,12.46,320
122862,76,75.8,54.2,12.67,320
122931,69,74.4,54.2,13.22,320
123026,94,75.9,54.2,12.44,320
123106,80,76.8,54.2,12.46,320
123187,81,76.4,54.2,12.43,320
123253,65,74.2,54.2,13.31,320
123349,96,75.2,54.2,12.44,320
123424,74,75.1,54.2,12.77,320
123507,82,75.3,54.2,12.59,320
123611,103,74.9,54.2,11.73,320
123688,77,73.1,54.2,12.11,320
123792,103,74.6,54.2,11.39,320
123911,119,74.5,54.2,10.49,320
124053,141,80.3,54.2,9.47,320
124153,99,80.1,54.2,9.66,320
124251,97,79.7,54.2,9.86,320
124358,107,80.4,54.2,9.70,320
124451,92,79.1,54.2,10.05,320
124566,115,80.2,54.2,9.65,320
124659,92,80.9,54.2,10.01,320
124745,86,80.7,54.2,10.50,320
124824,79,79.1,54.2,11.15,320
124914,89,79.2,54.2,11.17,320
125002,88,78.0,54.2,11.23,320
125100,97,80.0,54.2,10.95,320
125183,83,79.0,54.2,11.28,320
125303,119,82.9,54.2,10.42,320
125392,89,84.1,54.2,10.66,320
125487,95,83.2,54.2,10.62,320
125650,162,89.7,54.2,9.29,320
125744,93,90.2,54.2,9.73,320
125848,104,92.7,54.2,9.69,320
125963,114,91.4,54.2,9.42,320
126073,109,92.6,54.2,9.34,320
126191,117,93.9,54.2,9.11,320
126299,108,90.9,54.2,9.15,320
126429,129,88.3,54.2,8.73,320
126542,112,84.7,54.2,8.79,320
126629,86,81.9,54.2,9.64,320
126728,98,80.1,54.2,9.81,320
126830,102,79.2,54.2,9.81,320
126923,93,78.2,54.2,10.09,320
127039,115,80.0,54.2,9.67,320
127143,103,78.2,54.2,9.68,320
127241,98,77.4,54.2,9.84,320
127340,99,75.7,54.2,9.92,320
127424,84,74.3,54.2,10.51,320
127523,98,74.9,54.2,10.42,320
127608,85,73.8,54.2,10.82,320
127692,84,71.7,54.2,11.15,320
127786,93,72.8,54.2,11.03,320
127869,83,73.4,54.2,11.34,320
127992,123,75.1,54.2,10.37,320
128066,73,74.7,54.2,11.37,320
128185,118,74.8,54.2,10.50,320
128294,109,77.2,54.2,10.10,320
128369,74,76.6,54.2,11.13,320
128450,81,76.2,54.2,11.49,320
128542,91,77.0,54.2,11.34,320
128611,69,75.5,54.2,12.29,320
128705,93,76.5,54.2,11.83,320
128793,87,77.6,54.2,11.73,320
128869,76,77.3,54.2,12.16,320
128955,85,77.7,54.2,12.04,320
129024,68,74.4,54.2,12.84,320
129120,95,75.1,54.2,12.15,320
129207,87,76.4,54.2,11.95,320
129292,84,78.0,54.2,11.94,320
129362,69,76.3,54.2,12.70,320
129453,90,76.8,54.2,12.23,320
129515,62,73.9,54.2,13.40,320
129613,97,75.1,54.2,12.47,320
129707,93,75.4,54.2,11.96,320
129803,96,76.4,54.2,11.49,320
129879,75,76.1,54.2,12.05,320
129970,91,77.8,54.2,11.73,320
130044,73,76.9,54.2,12.32,320
130125,81,76.3,54.2,12.33,320
130210,85,76.7,54.2,12.16,320
