t_ms,dt_ms,total_ms,pure_ms,fps,model_px
31202,83,72.3,61.2,12.30,320
31287,85,73.9,61.2,12.14,320
31361,74,73.9,61.2,12.55,320
31454,92,75.1,61.2,12.05,320
31534,80,76.1,61.2,12.18,320
31616,82,75.2,61.2,12.19,320
31702,86,75.8,61.2,12.02,320
31777,74,73.0,61.2,12.47,320
31872,94,74.1,61.2,11.92,320
31945,72,73.7,61.2,12.51,320
32022,77,72.0,61.2,12.65,320
32113,90,73.2,61.2,12.19,320
32196,82,72.7,61.2,12.19,320
32281,85,73.9,61.2,12.06,320
32356,75,74.1,61.2,12.44,320
32445,88,74.7,61.2,12.12,320
32506,61,72.0,61.2,13.40,320
32598,91,72.0,61.2,12.68,320
32686,88,73.3,61.2,12.28,320
32755,68,72.3,61.2,13.01,320
32835,80,72.7,61.2,12.86,320
32921,85,74.0,61.2,12.53,320
32986,65,72.2,61.2,13.39,320
33063,76,73.0,61.2,13.32,320
33147,84,73.9,61.2,12.89,320
33225,78,74.7,61.2,12.87,320
33308,82,73.8,61.2,12.67,320
33384,76,73.3,61.2,12.82,320
33466,82,73.3,61.2,12.63,320
33558,91,74.5,61.2,12.14,320
33625,67,73.0,61.2,12.97,320
33707,81,73.0,61.2,12.79,320
33796,89,74.9,61.2,12.32,320
33878,81,76.2,61.2,12.33,320
33953,74,75.8,61.2,12.68,320
34039,86,76.4,61.2,12.37,320
34125,85,75.9,61.2,12.19,320
34206,80,75.5,61.2,12.28,320
34286,80,75.0,61.2,12.35,320
34374,87,75.9,61.2,12.09,320
34453,78,76.3,61.2,12.31,320
34545,92,77.0,61.2,11.88,320
34612,67,75.0,61.2,12.79,320
34694,81,75.0,61.2,12.66,320
34774,79,74.2,61.2,12.66,320
34857,83,74.9,61.2,12.48,320
34942,84,74.3,61.2,12.30,320
35027,84,74.9,61.2,12.18,320
35087,60,71.9,61.2,13.53,320
35179,92,72.5,61.2,12.73,320
35265,86,73.9,61.2,12.40,320
35334,68,72.7,61.2,13.09,320
35427,92,74.1,61.2,12.43,320
35506,78,75.0,61.2,12.54,320
35589,83,74.2,61.2,12.40,320
35664,75,72.8,61.2,12.68,320
35746,82,73.2,61.2,12.53,320
35826,79,73.0,61.2,12.57,320
35911,84,74.1,61.2,12.37,320
35997,85,73.6,61.2,12.19,320
36082,84,74.8,61.2,12.10,320
36157,75,74.9,61.2,12.47,320
36238,81,74.3,61.2,12.43,320
36322,84,75.1,61.2,12.28,320
36406,83,74.4,61.2,12.21,320
36472,65,71.5,61.2,13.16,320
36559,87,71.9,61.2,12.66,320
36649,89,73.0,61.2,12.23,320
36735,85,74.3,61.2,12.09,320
36815,80,73.9,61.2,12.21,320
36889,73,72.8,61.2,12.66,320
36976,86,72.9,61.2,12.35,320
37064,87,74.1,61.2,12.09,320
37143,79,75.1,61.2,12.26,320
37226,82,74.3,61.2,12.24,320
37302,76,72.9,61.2,12.52,320
37384,81,73.3,61.2,12.47,320
37470,85,74.4,61.2,12.26,320
37538,67,73.1,61.2,13.06,320
37618,80,73.0,61.2,12.89,320
37703,84,74.0,61.2,12.59,320
37772,69,73.0,61.2,13.16,320
37854,81,72.9,61.2,12.92,320
37939,85,73.9,61.2,12.57,320
38019,79,75.0,61.2,12.60,320
38096,77,73.0,61.2,12.71,320
38189,93,74.5,61.2,12.13,320
38265,76,74.8,61.2,12.44,320
38344,78,74.3,61.2,12.55,320
38417,72,72.8,61.2,12.95,320
38504,87,72.8,61.2,12.51,320
38589,85,74.1,61.2,12.29,320
38659,69,73.2,61.2,12.95,320
38754,94,74.1,61.2,12.26,320
38827,73,74.0,61.2,12.69,320
38904,76,74.4,61.2,12.83,320
38992,88,74.9,61.2,12.39,320
39069,76,75.1,61.2,12.62,320
39154,85,74.2,61.2,12.36,320
39240,86,75.4,61.2,12.14,320
39310,69,74.1,61.2,12.85,320
39402,92,75.0,61.2,12.25,320
39478,75,75.1,61.2,12.58,320
39543,65,73.1,61.2,13.42,320
39635,91,73.3,61.2,12.69,320
39720,84,74.2,61.2,12.45,320
39798,78,73.6,61.2,12.56,320
39875,76,72.5,61.2,12.74,320
39958,83,73.5,61.2,12.53,320
40039,80,71.4,61.2,12.52,320
40130,90,71.6,61.2,12.10,320
40220,90,72.9,61.2,11.80,320
40294,73,73.1,61.2,12.37,320
40372,78,74.0,61.2,12.51,320
40461,88,75.5,61.2,12.16,320
40537,75,75.5,61.2,12.51,320
40623,86,76.2,61.2,12.25,320
40707,83,76.3,61.2,12.19,320
40778,70,74.1,61.2,12.82,320
40865,86,72.7,61.2,12.46,320
40945,79,71.6,61.2,12.52,320
41039,94,72.4,61.2,11.96,320
41124,84,73.8,61.2,11.94,320
41197,73,72.2,61.2,12.47,320
41293,95,73.3,61.2,11.89,320
41373,80,72.3,61.2,12.07,320
41467,93,73.8,61.2,11.67,320
41541,74,73.8,61.2,12.23,320
41616,74,72.7,61.2,12.61,320
41695,79,72.5,61.2,12.63,320
41776,80,72.6,61.2,12.59,320
41848,72,70.2,61.2,12.98,320
41942,93,71.2,61.2,12.31,320
42026,84,71.5,61.2,12.19,320
42118,91,74.0,61.2,11.83,320
42209,90,74.7,61.2,11.61,320
42276,67,73.1,61.2,12.61,320
42372,96,75.1,61.2,11.95,320
42453,80,76.1,61.2,12.11,320
42521,67,74.4,61.2,12.96,320
42612,90,75.7,61.2,12.40,320
42676,63,73.3,61.2,13.44,320
42772,96,74.5,61.2,12.54,320
42848,75,74.7,61.2,12.78,320
42933,85,75.2,61.2,12.47,320
43018,84,75.5,61.2,12.30,320
43088,69,74.2,61.2,12.96,320
43183,94,75.0,61.2,12.26,320
43268,85,75.8,61.2,12.11,320
43338,69,74.6,61.2,12.83,320
43432,93,75.2,61.2,12.20,320
43513,81,75.3,61.2,12.25,320
43592,78,74.9,61.2,12.42,320
43681,88,76.0,61.2,12.10,320
43769,87,77.0,61.2,11.92,320
43845,76,76.8,61.2,12.29,320
43932,86,77.4,61.2,12.09,320
44012,80,76.6,61.2,12.21,320
44093,81,76.1,61.2,12.25,320
44181,87,76.7,61.2,12.03,320
44258,77,75.5,61.2,12.31,320
44345,86,75.6,61.2,12.11,320
44432,86,76.2,61.2,11.96,320
44505,73,74.2,61.2,12.48,320
44585,79,73.8,61.2,12.54,320
44674,89,74.4,61.2,12.15,320
44747,73,74.2,61.2,12.61,320
44833,85,75.3,61.2,12.36,320
44912,79,74.7,61.2,12.45,320
44998,85,74.8,61.2,12.24,320
45089,91,75.9,61.2,11.87,320
45175,85,76.5,61.2,11.84,320
45243,68,74.7,61.2,12.70,320
45335,92,75.7,61.2,12.15,320
45413,78,75.0,61.2,12.35,320
45497,83,74.6,61.2,12.26,320
45584,87,75.6,61.2,12.03,320
45673,88,76.7,61.2,11.83,320
45747,74,76.2,61.2,12.34,320
45834,86,76.5,61.2,12.12,320
45926,92,78.3,61.2,11.75,320
46001,74,77.4,61.2,12.28,320
46080,79,76.6,61.2,12.39,320
46169,88,76.9,61.2,12.08,320
46245,75,76.6,61.2,12.46,320
46330,84,76.8,61.2,12.29,320
46423,93,77.4,61.2,11.83,320
46496,72,76.4,61.2,12.45,320
46582,86,77.0,61.2,12.20,320
46668,86,76.4,61.2,12.03,320
46750,81,76.0,61.2,12.12,320
46837,86,76.5,61.2,11.98,320
46925,88,77.5,61.2,11.79,320
46999,73,76.7,61.2,12.36,320
47087,88,77.3,61.2,12.06,320
47178,90,77.8,61.2,11.78,320
47252,73,76.9,61.2,12.35,320
47342,89,77.9,61.2,12.02,320
47427,84,78.1,61.2,11.98,320
47501,74,77.2,61.2,12.44,320
47576,75,75.2,61.2,12.71,320
47660,83,75.5,61.2,12.51,320
47746,85,76.2,61.2,12.29,320
47830,84,76.7,61.2,12.17,320
47905,74,76.1,61.2,12.57,320
47990,85,76.6,61.2,12.33,320
48079,88,77.8,61.2,12.04,320
48148,69,76.0,61.2,12.78,320
48243,95,76.5,61.2,12.10,320
48330,87,77.3,61.2,11.92,320
48406,76,77.0,61.2,12.29,320
48490,84,77.2,61.2,12.18,320
48568,78,76.1,61.2,12.37,320
48651,82,76.1,61.2,12.32,320
48744,92,76.8,61.2,11.88,320
48820,76,74.7,61.2,12.27,320
48919,99,75.9,61.2,11.62,320
48999,79,76.4,61.2,11.93,320
49072,72,74.4,61.2,12.52,320
49178,106,77.1,61.2,11.59,320
49253,75,76.8,61.2,12.11,320
49344,90,77.2,61.2,11.81,320
49414,70,74.7,61.2,12.56,320
49511,96,75.2,61.2,11.91,320
49598,87,76.1,61.2,11.79,320
49682,83,75.6,61.2,11.87,320
49744,62,72.9,61.2,13.14,320
49844,99,74.2,61.2,12.23,320
49934,90,75.2,61.2,11.90,320
50007,72,74.7,61.2,12.49,320
50082,75,73.0,61.2,12.75,320
50164,82,73.6,61.2,12.58,320
50250,85,74.6,61.2,12.34,320
50330,79,75.6,61.2,12.43,320
50418,87,76.5,61.2,12.15,320
50497,79,77.1,61.2,12.30,320
50581,83,75.7,61.2,12.23,320
50659,77,75.0,61.2,12.45,320
50740,81,74.5,61.2,12.42,320
50830,89,75.1,61.2,12.07,320
50896,66,73.3,61.2,12.99,320
50976,79,73.5,61.2,12.89,320
51064,87,74.5,61.2,12.47,320
51138,74,74.5,61.2,12.78,320
51213,74,74.3,61.2,13.00,320
51301,88,74.5,61.2,12.51,320
51375,74,74.4,61.2,12.81,320
51464,88,74.7,61.2,12.38,320
51550,85,75.3,61.2,12.19,320
51641,91,75.9,61.2,11.83,320
51715,73,75.5,61.2,12.39,320
51804,89,76.9,61.2,12.05,320
51866,61,73.8,61.2,13.35,320
51960,93,73.7,61.2,12.57,320
52040,79,72.5,61.2,12.60,320
52123,83,71.7,61.2,12.43,320
52215,91,72.9,61.2,12.00,320
52293,77,73.8,61.2,12.30,320
52377,83,73.4,61.2,12.22,320
52461,84,74.3,61.2,12.13,320
52535,73,74.1,61.2,12.60,320
52624,89,74.8,61.2,12.19,320
52700,75,74.9,61.2,12.53,320
52772,71,74.2,61.2,13.00,320
52857,85,75.1,61.2,12.63,320
52936,78,75.8,61.2,12.69,320
53020,84,74.8,61.2,12.45,320
53096,75,74.1,61.2,12.72,320
53177,80,74.1,61.2,12.65,320
53269,91,74.9,61.2,12.15,320
53346,77,75.4,61.2,12.40,320
53430,83,74.7,61.2,12.30,320
53516,86,75.8,61.2,12.10,320
53602,85,75.1,61.2,12.00,320
53668,66,72.0,61.2,12.94,320
53758,89,72.1,61.2,12.43,320
53835,77,70.8,61.2,12.60,320
53920,84,71.0,61.2,12.39,320
54006,85,72.6,61.2,12.20,320
54073,67,71.4,61.2,13.02,320
54161,88,72.3,61.2,12.52,320
54243,81,74.2,61.2,12.47,320
54316,72,73.8,61.2,12.90,320
54393,77,72.2,61.2,12.92,320
54479,85,72.4,61.2,12.58,320
54570,91,73.2,61.2,12.10,320
54643,73,73.1,61.2,12.58,320
54712,68,72.2,61.2,13.22,320
54806,93,73.5,61.2,12.48,320
54885,78,74.5,61.2,12.58,320
54975,90,75.5,61.2,12.14,320
55057,81,75.4,61.2,12.20,320
55155,97,75.9,61.2,11.63,320
55232,77,76.1,61.2,12.04,320
55324,91,76.2,61.2,11.72,320
55395,71,75.1,61.2,12.43,320
55475,80,74.8,61.2,12.45,320
55565,90,75.4,61.2,12.05,320
55632,67,73.8,61.2,12.91,320
55713,81,73.5,61.2,12.74,320
55799,85,74.4,61.2,12.45,320
55878,78,75.3,61.2,12.56,320
55963,84,74.9,61.2,12.36,320
56037,74,73.3,61.2,12.71,320
56130,92,74.7,61.2,12.16,320
56210,80,75.7,61.2,12.26,320
56270,60,72.6,61.2,13.58,320
56368,97,74.3,61.2,12.60,320
56450,82,75.8,61.2,12.48,320
56525,74,74.1,61.2,12.79,320
56617,91,75.3,61.2,12.25,320
56691,74,75.0,61.2,12.63,320
56778,86,75.5,61.2,12.33,320
56853,75,72.3,61.2,12.63,320
56946,92,73.1,61.2,12.10,320
57032,86,74.2,61.2,11.96,320
57112,79,74.0,61.2,12.17,320
57193,80,73.8,61.2,12.27,320
57279,86,74.7,61.2,12.08,320
57342,63,72.3,61.2,13.22,320
57437,95,73.5,61.2,12.41,320
57525,87,74.6,61.2,12.13,320
57598,73,74.3,61.2,12.60,320
57684,85,75.3,61.2,12.35,320
57763,79,74.3,61.2,12.44,320
57846,82,74.4,61.2,12.37,320
57935,89,75.5,61.2,12.03,320
58035,99,76.7,61.2,11.45,320
58130,94,76.7,61.2,11.21,320
58197,67,74.7,61.2,12.32,320
58286,89,75.4,61.2,12.00,320
58371,84,76.0,61.2,11.97,320
58444,72,75.3,61.2,12.54,320
58540,96,76.7,61.2,11.91,320
58625,84,75.6,61.2,11.91,320
58708,83,76.0,61.2,11.95,320
58781,73,75.4,61.2,12.47,320
58853,71,72.3,61.2,12.96,320
58934,81,70.4,61.2,12.77,320
59019,85,69.1,61.2,12.47,320
59114,94,69.9,61.2,11.92,320
59191,77,69.5,61.2,12.24,320
59284,93,71.4,61.2,11.79,320
59346,61,69.4,61.2,13.17,320
59437,90,70.0,61.2,12.56,320
59523,86,72.2,61.2,12.28,320
59591,67,71.2,61.2,13.07,320
59662,71,69.7,61.2,13.38,320
59745,82,68.3,61.2,13.02,320
59821,76,67.0,61.2,13.06,320
59904,82,68.1,61.2,12.80,320
59990,86,70.4,61.2,12.45,320
60064,73,71.0,61.2,12.82,320
60142,78,70.1,61.2,12.82,320
60235,93,71.9,61.2,12.20,320
60320,84,72.1,61.2,12.11,320
