t_ms,dt_ms,total_ms,pure_ms,fps,model_px
32444,406,400.2,353.9,2.44,800
32858,413,401.0,353.9,2.43,800
33270,412,400.4,353.9,2.43,800
33682,411,401.3,353.9,2.43,800
34081,398,399.7,353.9,2.46,800
34474,392,396.6,353.9,2.48,800
34891,417,397.7,353.9,2.46,800
35304,412,399.5,353.9,2.45,800
35722,417,401.0,353.9,2.43,800
36140,418,403.0,353.9,2.42,800
36561,420,405.1,353.9,2.41,800
36977,416,404.6,353.9,2.41,800
37389,411,404.5,353.9,2.42,800
37797,408,404.0,353.9,2.43,800
38210,413,404.4,353.9,2.42,800
38616,406,403.5,353.9,2.44,800
39029,413,404.1,353.9,2.43,800
39437,408,403.8,353.9,2.44,800
39850,412,403.4,353.9,2.43,800
40262,412,404.0,353.9,2.43,800
40685,422,406.0,353.9,2.41,800
41092,407,402.8,353.9,2.43,800
41512,419,404.1,353.9,2.41,800
41943,430,407.2,353.9,2.39,800
42359,416,406.6,353.9,2.39,800
42767,407,405.6,353.9,2.41,800
43168,401,401.3,353.9,2.44,800
43584,416,401.5,353.9,2.43,800
44008,423,404.3,353.9,2.41,800
44422,414,405.1,353.9,2.41,800
44843,421,406.3,353.9,2.40,800
45261,417,407.2,353.9,2.40,800
45674,413,407.1,353.9,2.41,800
46089,414,406.6,353.9,2.41,800
46510,421,407.2,353.9,2.40,800
46911,400,404.0,353.9,2.43,800
47340,428,406.2,353.9,2.40,800
47762,422,407.4,353.9,2.39,800
48182,420,408.1,353.9,2.39,800
48602,420,409.3,353.9,2.39,800
49018,415,408.4,353.9,2.39,800
49426,408,406.4,353.9,2.41,800
49834,407,403.6,353.9,2.42,800
50233,399,400.5,353.9,2.45,800
50647,414,400.3,353.9,2.44,800
51064,416,401.5,353.9,2.43,800
51477,413,401.9,353.9,2.43,800
51891,414,403.2,353.9,2.42,800
52306,415,403.5,353.9,2.42,800
52719,412,403.5,353.9,2.42,800
53130,410,403.1,353.9,2.43,800
53549,418,402.7,353.9,2.42,800
53954,405,402.0,353.9,2.43,800
54367,412,401.9,353.9,2.43,800
54775,407,400.8,353.9,2.44,800
55175,400,398.7,353.9,2.46,800
55598,422,401.0,353.9,2.43,800
56011,412,401.2,353.9,2.43,800
56429,418,402.5,353.9,2.42,800
56849,419,403.6,353.9,2.41,800
57266,417,404.4,353.9,2.41,800
57691,424,406.7,353.9,2.39,800
58127,435,408.5,353.9,2.36,800
58539,412,408.0,353.9,2.38,800
58933,394,403.6,353.9,2.43,800
59353,420,404.1,353.9,2.41,800
59774,420,405.4,353.9,2.40,800
60187,413,404.9,353.9,2.41,800
60610,422,406.4,353.9,2.40,800
61031,420,407.3,353.9,2.39,800
61430,398,403.5,353.9,2.43,800
61853,423,404.1,353.9,2.41,800
62262,409,403.2,353.9,2.42,800
62680,417,404.3,353.9,2.41,800
63067,386,399.0,353.9,2.47,800
63485,417,400.9,353.9,2.45,800
63896,410,401.2,353.9,2.44,800
64316,420,402.5,353.9,2.43,800
64726,409,402.1,353.9,2.43,800
65141,415,403.1,353.9,2.42,800
65553,412,403.8,353.9,2.43,800
65979,425,406.3,353.9,2.40,800
66401,421,408.1,353.9,2.40,800
66817,416,407.2,353.9,2.40,800
67233,416,407.5,353.9,2.40,800
67654,420,408.9,353.9,2.39,800
68085,430,410.5,353.9,2.37,800
68487,401,407.3,353.9,2.41,800
68901,414,404.9,353.9,2.41,800
69322,421,406.3,353.9,2.40,800
69723,400,403.7,353.9,2.43,800
70134,410,403.2,353.9,2.43,800
70563,429,405.5,353.9,2.40,800
70989,425,406.7,353.9,2.39,800
71401,411,406.5,353.9,2.40,800
71816,415,406.2,353.9,2.40,800
72212,396,402.4,353.9,2.44,800
72644,432,405.4,353.9,2.40,800
73045,400,402.3,353.9,2.43,800
73474,429,404.5,353.9,2.40,800
73894,420,404.7,353.9,2.40,800
74305,410,404.7,353.9,2.41,800
74718,413,404.2,353.9,2.41,800
75137,419,405.9,353.9,2.40,800
75562,424,408.3,353.9,2.39,800
75979,417,408.1,353.9,2.39,800
76396,416,407.4,353.9,2.40,800
76814,417,407.2,353.9,2.40,800
77214,400,402.6,353.9,2.43,800
77619,405,400.3,353.9,2.44,800
78042,422,402.0,353.9,2.42,800
78460,417,403.7,353.9,2.41,800
78867,407,402.3,353.9,2.43,800
79337,470,411.8,353.9,2.34,800
79753,416,409.8,353.9,2.36,800
80173,419,409.7,353.9,2.37,800
80571,398,405.4,353.9,2.41,800
80995,424,405.6,353.9,2.39,800
81411,415,405.4,353.9,2.40,800
81826,415,406.1,353.9,2.40,800
82250,424,407.3,353.9,2.39,800
82645,394,403.4,353.9,2.43,800
83067,422,404.4,353.9,2.41,800
83476,408,403.9,353.9,2.43,800
83893,417,404.3,353.9,2.42,800
84318,425,406.6,353.9,2.40,800
84731,412,406.7,353.9,2.41,800
85157,425,408.1,353.9,2.39,800
85561,403,406.0,353.9,2.42,800
85986,425,408.4,353.9,2.40,800
86396,410,406.9,353.9,2.41,800
86813,416,407.5,353.9,2.41,800
87228,414,407.1,353.9,2.41,800
87636,408,405.5,353.9,2.42,800
88040,403,403.8,353.9,2.44,800
88451,411,403.1,353.9,2.44,800
88864,412,403.7,353.9,2.43,800
89259,394,400.8,353.9,2.47,800
89685,426,403.3,353.9,2.43,800
90093,408,402.8,353.9,2.44,800
90488,394,399.4,353.9,2.47,800
90893,404,397.1,353.9,2.47,800
91326,433,400.1,353.9,2.42,800
91735,408,398.4,353.9,2.43,800
92142,407,397.9,353.9,2.44,800
92558,416,399.6,353.9,2.43,800
92973,414,401.5,353.9,2.42,800
93386,412,401.4,353.9,2.43,800
93787,400,399.1,353.9,2.45,800
94219,432,403.7,353.9,2.41,800
94631,411,403.5,353.9,2.42,800
95039,407,402.9,353.9,2.43,800
95444,405,401.0,353.9,2.44,800
95880,436,406.0,353.9,2.40,800
96298,417,406.9,353.9,2.40,800
96707,409,406.2,353.9,2.41,800
97109,401,403.1,353.9,2.44,800
97543,434,406.0,353.9,2.40,800
97951,407,404.2,353.9,2.41,800
98370,419,404.3,353.9,2.41,800
98783,412,404.8,353.9,2.41,800
99182,399,401.8,353.9,2.44,800
99600,417,402.9,353.9,2.43,800
99992,392,398.5,353.9,2.46,800
100392,399,397.0,353.9,2.48,800
100826,434,400.5,353.9,2.43,800
101238,411,400.2,353.9,2.43,800
101657,419,401.2,353.9,2.42,800
102068,410,401.4,353.9,2.42,800
102481,413,402.6,353.9,2.42,800
102895,413,403.4,353.9,2.42,800
103314,419,404.6,353.9,2.41,800
103733,418,405.6,353.9,2.41,800
104154,421,407.6,353.9,2.40,800
104550,395,403.5,353.9,2.44,800
104979,428,405.6,353.9,2.41,800
105407,428,408.4,353.9,2.39,800
105816,408,407.0,353.9,2.41,800
106213,396,402.6,353.9,2.44,800
106636,423,403.8,353.9,2.42,800
107057,421,405.1,353.9,2.41,800
107467,409,404.9,353.9,2.42,800
107892,425,405.9,353.9,2.40,800
108308,415,406.7,353.9,2.40,800
108731,423,408.1,353.9,2.39,800
109127,395,404.3,353.9,2.43,800
109538,410,402.3,353.9,2.43,800
109955,417,401.8,353.9,2.42,800
110368,413,401.7,353.9,2.42,800
110766,397,399.4,353.9,2.45,800
111193,426,402.0,353.9,2.42,800
111603,409,401.4,353.9,2.43,800
111993,390,397.9,353.9,2.47,800
112420,427,400.3,353.9,2.43,800
112828,407,400.6,353.9,2.44,800
113250,421,401.5,353.9,2.42,800
113674,424,403.6,353.9,2.40,800
114088,414,403.9,353.9,2.41,800
114501,413,403.9,353.9,2.41,800
114918,416,405.2,353.9,2.41,800
115334,416,405.2,353.9,2.41,800
115747,412,404.4,353.9,2.41,800
116159,411,404.6,353.9,2.42,800
116583,423,406.5,353.9,2.40,800
116979,396,402.7,353.9,2.44,800
117397,417,403.0,353.9,2.43,800
117809,412,402.4,353.9,2.43,800
118237,427,404.6,353.9,2.40,800
118650,413,404.6,353.9,2.41,800
119064,413,405.1,353.9,2.41,800
119465,401,402.6,353.9,2.44,800
119889,423,402.9,353.9,2.41,800
120302,413,403.2,353.9,2.42,800
120701,398,400.2,353.9,2.45,800
121115,414,400.9,353.9,2.44,800
121532,416,401.7,353.9,2.43,800
121945,412,402.4,353.9,2.43,800
122348,402,401.2,353.9,2.45,800
122755,407,401.2,353.9,2.45,800
123195,439,406.9,353.9,2.40,800
123609,413,406.2,353.9,2.40,800
124004,395,401.8,353.9,2.44,800
124437,432,403.6,353.9,2.40,800
124847,409,401.9,353.9,2.42,800
125264,417,402.8,353.9,2.41,800
125660,396,399.3,353.9,2.45,800
126079,419,401.2,353.9,2.43,800
126501,421,402.9,353.9,2.41,800
126893,392,399.0,353.9,2.45,800
127320,427,401.4,353.9,2.42,800
127729,408,400.8,353.9,2.43,800
128154,425,402.5,353.9,2.41,800
128568,414,402.7,353.9,2.41,800
128982,413,403.5,353.9,2.41,800
129396,413,404.2,353.9,2.42,800
129801,404,403.1,353.9,2.43,800
130223,422,403.8,353.9,2.41,800
130674,450,409.6,353.9,2.36,800
131139,464,418.5,353.9,2.30,800
131571,431,418.6,353.9,2.30,800
131996,425,418.7,353.9,2.32,800
132395,398,413.0,353.9,2.38,800
132819,424,412.4,353.9,2.37,800
133237,418,411.6,353.9,2.38,800
133671,433,413.7,353.9,2.36,800
134087,416,412.3,353.9,2.37,800
134499,411,410.0,353.9,2.39,800
134917,418,409.5,353.9,2.39,800
135330,413,408.0,353.9,2.40,800
135734,403,405.9,353.9,2.42,800
136143,409,405.2,353.9,2.43,800
136553,409,404.0,353.9,2.43,800
136980,427,406.0,353.9,2.41,800
137396,415,406.1,353.9,2.41,800
137806,409,404.7,353.9,2.42,800
138228,422,406.0,353.9,2.40,800
138644,415,405.8,353.9,2.41,800
139037,393,401.1,353.9,2.45,800
139450,412,401.7,353.9,2.44,800
139862,412,403.7,353.9,2.44,800
140259,397,400.7,353.9,2.46,800
140677,417,401.2,353.9,2.44,800
141104,426,403.1,353.9,2.41,800
141516,412,402.7,353.9,2.42,800
141941,425,404.7,353.9,2.40,800
142345,403,403.2,353.9,2.42,800
142756,410,404.6,353.9,2.43,800
143161,405,402.8,353.9,2.44,800
143570,409,402.8,353.9,2.44,800
143995,425,405.2,353.9,2.42,800
144408,413,405.6,353.9,2.42,800
144824,415,405.5,353.9,2.41,800
145242,417,406.1,353.9,2.41,800
145642,400,402.8,353.9,2.44,800
146076,433,406.2,353.9,2.40,800
146494,418,406.4,353.9,2.40,800
146902,407,404.9,353.9,2.41,800
147324,421,406.4,353.9,2.40,800
147744,420,407.1,353.9,2.40,800
148153,408,404.3,353.9,2.41,800
148578,425,406.4,353.9,2.39,800
149007,428,407.9,353.9,2.38,800
149402,395,404.2,353.9,2.42,800
149803,400,401.6,353.9,2.45,800
150219,416,401.7,353.9,2.43,800
150633,414,400.1,353.9,2.43,800
151059,426,402.2,353.9,2.40,800
151481,422,404.0,353.9,2.39,800
151900,418,405.6,353.9,2.39,800
152295,394,402.3,353.9,2.44,800
152720,425,404.1,353.9,2.41,800
153135,414,404.3,353.9,2.41,800
153558,423,405.8,353.9,2.40,800
153965,406,404.7,353.9,2.42,800
154394,428,407.3,353.9,2.39,800
154804,410,406.6,353.9,2.41,800
155222,417,406.9,353.9,2.40,800
155644,422,406.2,353.9,2.39,800
156054,409,405.1,353.9,2.41,800
156453,398,402.2,353.9,2.44,800
156899,445,408.0,353.9,2.38,800
157316,417,408.2,353.9,2.39,800
157747,431,411.5,353.9,2.37,800
158157,410,409.7,353.9,2.39,800
158553,395,405.2,353.9,2.43,800
158963,409,404.3,353.9,2.44,800
159379,416,402.9,353.9,2.43,800
159792,412,402.0,353.9,2.43,800
160209,417,402.9,353.9,2.42,800
160631,422,405.5,353.9,2.40,800
161058,426,408.1,353.9,2.39,800
161469,410,407.2,353.9,2.40,800
161889,420,408.1,353.9,2.40,800
162293,403,406.0,353.9,2.42,800
162703,409,405.5,353.9,2.43,800
163121,417,405.7,353.9,2.42,800
163519,398,402.5,353.9,2.45,800
163960,440,407.4,353.9,2.39,800
164381,420,407.6,353.9,2.39,800
164816,435,409.7,353.9,2.36,800
165236,419,409.7,353.9,2.37,800
165661,425,410.1,353.9,2.37,800
166082,421,409.5,353.9,2.37,800
166476,394,405.2,353.9,2.42,800
166891,414,404.2,353.9,2.42,800
167313,421,405.0,353.9,2.41,800
167712,399,401.4,353.9,2.44,800
168145,432,406.0,353.9,2.40,800
168558,413,405.6,353.9,2.41,800
168970,411,405.5,353.9,2.41,800
169393,423,406.6,353.9,2.40,800
169808,414,406.8,353.9,2.40,800
170230,421,407.5,353.9,2.40,800
170636,406,405.8,353.9,2.42,800
171055,418,406.4,353.9,2.41,800
171451,396,402.6,353.9,2.44,800
171866,414,402.1,353.9,2.44,800
172278,412,402.1,353.9,2.43,800
172678,400,399.8,353.9,2.45,800
173109,430,403.3,353.9,2.41,800
173513,404,403.4,353.9,2.43,800
173937,424,405.7,353.9,2.41,800
174347,409,405.2,353.9,2.42,800
174761,413,405.2,353.9,2.42,800
175187,426,407.0,353.9,2.40,800
175605,418,407.1,353.9,2.40,800
176022,417,405.6,353.9,2.40,800
176420,398,402.8,353.9,2.43,800
176836,415,403.4,353.9,2.43,800
177251,415,402.8,353.9,2.42,800
177675,423,405.0,353.9,2.40,800
178084,409,403.8,353.9,2.42,800
178489,405,402.6,353.9,2.43,800
178908,418,403.3,353.9,2.42,800
179319,411,403.2,353.9,2.42,800
179725,405,402.3,353.9,2.44,800
180152,427,403.7,353.9,2.41,800
180574,421,404.4,353.9,2.40,800
180985,411,404.1,353.9,2.41,800
181404,418,404.9,353.9,2.40,800
181806,401,402.9,353.9,2.43,800
182218,411,402.6,353.9,2.43,800
182640,422,404.7,353.9,2.41,800
183049,408,403.7,353.9,2.42,800
183471,422,405.7,353.9,2.41,800
183876,405,403.4,353.9,2.43,800
184285,409,403.3,353.9,2.43,800
184699,413,403.3,353.9,2.43,800
185142,443,409.8,353.9,2.38,800
185574,431,412.1,353.9,2.36,800
186017,442,415.9,353.9,2.33,800
186471,454,422.3,353.9,2.29,800
186975,504,437.1,353.9,2.20,800
187539,563,459.0,353.9,2.07,800
188075,535,469.4,353.9,2.01,800
188627,551,483.1,353.9,1.95,800
189141,514,485.9,353.9,1.95,800
189675,533,492.1,353.9,1.93,800
